organisationunitid,organisationunitname,organisationunitcode,organisationunitdescription,MOH 731 Positive Results _L&D HV02-12,MOH 731 Positive Results_ANC HV02-11,MOH 731 Positive Results_PNC<=6wks HV02-13,MOH 731 Positive_Total (Sum HV01-18 to HV01-25) HV01-26,burden_category
qknYkm1vsuY,Kambiri Health Centre,15916,,0.0,0.0,0.0,4.0,Low/Moderate
tGo0KUb4CSN,Kambirwa Health Centre,10443,,0.0,0.0,0.0,1.0,Low/Moderate
TGDQ4YJ1kik,Kambiti Health Centre,10445,,0.0,1.0,0.0,2.0,Low/Moderate
QUEf4kJAS00,Kambu Catholic Dispensary,11962,,0.0,0.0,0.0,3.0,Low/Moderate
ec7ckAJP9J8,Kambu Sub County Hospital,18596,,0.0,2.0,0.0,13.0,Very High
NGH1by3UZpG,Kamiti Prison Hospital,13000,,0.0,0.0,0.0,24.0,Severe
aN1Tlm1CJ1S,Kamkomani Dispensary,19189,,0.0,1.0,0.0,1.0,Low/Moderate
ihrau4rSsJu,Kamoko Health Centre,10450,,0.0,0.0,0.0,3.0,Low/Moderate
ZAIMQkZn08B,Kamolo Dispensary,17242,,0.0,0.0,0.0,2.0,Low/Moderate
adGXbVr50NZ,Kamtonga Dispensary,27364,,0.0,0.0,0.0,2.0,Low/Moderate
Uq2KhRlVrEt,Kamuiru Dispensary,21898,,0.0,0.0,0.0,1.0,Low/Moderate
BpupuJNnQGM,Kamukuywa Dispensary,18346,,0.0,2.0,0.0,6.0,High
WKj9oHwVbNQ,Kamulu Medical Centre,18389,,0.0,0.0,0.0,3.0,Low/Moderate
Zl8JMj5NOHk,Kamumu Dispensary,12164,,0.0,0.0,0.0,1.0,Low/Moderate
bBR2tEjDFYQ,Kamurguiywa Dispensary,17640,,0.0,1.0,0.0,0.0,Low/Moderate
qZlDGlfVWm0,Kamuriai GK  Dispensary,21024,,0.0,0.0,0.0,2.0,Low/Moderate
oT7VzeRbscK,Kamutei Health Centre,12166,,0.0,1.0,0.0,1.0,Low/Moderate
JlDeIU6h4cv,Kamuthanga Dispensary,12167,,0.0,2.0,0.0,6.0,High
NCEgLpQqqXx,Kamuwongo Health Centre,12169,,0.0,0.0,0.0,5.0,Low/Moderate
oii4V7vuPXN,Kamwathu Dispensary,12170,,0.0,0.0,0.0,1.0,Low/Moderate
xclp6u0mP4D,Kamweli Dispensary,20509,,0.0,0.0,0.0,1.0,Low/Moderate
HJyrCQiw1lb,Kamweti Dispensary,10458,Kimunye market-fisheries compound,0.0,0.0,0.0,1.0,Low/Moderate
lnxSW2jBvnL,Kamwingi Dispensary,14679,,0.0,0.0,0.0,1.0,Low/Moderate
JW0Lexz7zKS,Kanamai Health Care,11454,,0.0,2.0,0.0,3.0,Low/Moderate
Yb6lAcfCEEe,Kanamkemer Sub County Hospital,25423,,0.0,1.0,0.0,10.0,High
Any5e34YGqV,Kanawoi Dispensary,14683,,0.0,0.0,0.0,5.0,Low/Moderate
ZZujQQAMYSq,KANCO DIC Kakamega,21802,,0.0,0.0,0.0,1.0,Low/Moderate
ESoLRozyeZs,Kanco Wellness Centre Mariakani,22024,Located at Salim Awadh 1st floor door 105 and 106 Mariakani,0.0,0.0,0.0,5.0,Low/Moderate
VdAAkjhq6Fk,Kandara sub county hospital,10459,,0.0,3.0,0.0,9.0,High
E8uyiuF3BqN,Kandege Dispensary,13652,,0.0,1.0,0.0,2.0,Low/Moderate
xAqqRiXjUW3,Kandiege Sub-District Hospital,13653,,0.0,0.0,0.0,2.0,Low/Moderate
M58mibZQHdh,Kandongu Dispensary,10461,,0.0,1.0,0.0,2.0,Low/Moderate
VdCMsRPURzu,Kanga Onditi Dispensary,21395,Situated in Kaler Division Nyatike Sub-county,0.0,0.0,0.0,2.0,Low/Moderate
hxBXSpghyOY,Kangaita Health Centre,10462,Kana]gaita shopping centre,0.0,0.0,0.0,1.0,Low/Moderate
ByG4pBEKa9B,Kangalita Dispensary,17476,,1.0,0.0,0.0,1.0,Low/Moderate
F4nfu4TzPnq,Kanganga Dispensary,15920,,0.0,0.0,0.0,2.0,Low/Moderate
Lpc3U99ALpL,Kangari Health Centre,10465,,0.0,0.0,0.0,3.0,Low/Moderate
v3wxgh8Do9U,Kangaru Dispensary (Kirinyaga),10468,Kagio town-off Sagana/Kutus road,0.0,1.0,0.0,2.0,Low/Moderate
RmX34fyMVB3,Kangema Sub-County Hospital,10470,,0.0,0.0,0.0,8.0,High
y42Usl6TdyJ,Kangemi Health Centre,13001,,0.0,7.0,1.0,35.0,Severe
WfFj7AViPVL,Kangeso Dispensary,22980,Kangeso Dispensary is located in South Kamagambo Ward 5km from Ngere,0.0,0.0,0.0,3.0,Low/Moderate
Y9yshydrsHG,Kangeta GK Prison Dispensary,17065,,0.0,0.0,0.0,2.0,Low/Moderate
wAbEG7TlDWH,Kangeta SCH,12174,,0.0,1.0,1.0,6.0,High
P8adKzBQMxY,Kangir Health centre,20169,Dispensary,0.0,0.0,0.0,2.0,Low/Moderate
HOt2sRVZXbG,Kangu Dispensary,10471,,0.0,1.0,0.0,5.0,Low/Moderate
F9IW97vowsp,Kangundo Sub county Hospital,12177,,2.0,3.0,0.0,27.0,Severe
R43KcJMZGP3,Kaningo Health Centre,12178,,0.0,0.0,0.0,3.0,Low/Moderate
ixOiUM1rnYq,Kanja Health Centre,12179,,0.0,0.0,0.0,1.0,Low/Moderate
dF7Qw5e8Xh4,Kanjama Dispensary,10472,,0.0,0.0,0.0,1.0,Low/Moderate
wPQb02U3UHx,Kanjuiri Dispensary,10473,,0.0,0.0,0.0,6.0,High
Ju1VTrrdBjr,Kanusin Dispensary,14688,,0.0,0.0,0.0,1.0,Low/Moderate
OhVOBYmtprM,Kanyagwal Dispensary,13654,,0.0,0.0,0.0,4.0,Low/Moderate
fKR3N7cmgQl,Kanyakine Sub County Hospital,12181,,0.0,0.0,0.0,10.0,High
lYQGgd4vdRL,Kanyangi Sub County Hospital,12184,,0.0,1.0,0.0,7.0,High
zUR10GhV7xz,Kanyenyaini Health Centre,10474,,0.0,3.0,0.0,3.0,Low/Moderate
WVYx572Ch3P,Kanyerus Dispensary,20084,,0.0,1.0,0.0,1.0,Low/Moderate
DZzPH9GiDc5,Kanyoni Community Dispensary,20218,,0.0,2.0,0.0,3.0,Low/Moderate
g1HYtKfYXZl,Kanyoni Dispensary,21121,,0.0,0.0,0.0,1.0,Low/Moderate
R41QQ3YpoYu,Kanyuambora Dispensary,12185,,0.0,0.0,0.0,4.0,Low/Moderate
inE0jvEzPhS,Kanzau Dispensary (Mbitini),16994,,0.0,0.0,0.0,1.0,Low/Moderate
pKwQQQX1kLw,Kanziku Health Centre,12190,,0.0,0.0,0.0,2.0,Low/Moderate
H6dJ8tUSdoq,Kaongo Health Centre,12192,,0.0,1.0,0.0,4.0,Low/Moderate
bMuvN0wpjLT,Kaoyeni Dispensary,26389,,0.0,0.0,0.0,1.0,Low/Moderate
snqETIQYKC4,Kapchumbe Dispensary,17722,,0.0,1.0,0.0,1.0,Low/Moderate
XeFZTKPNo1U,Kapedo Sub County Hospital,14699,,0.0,1.0,0.0,0.0,Low/Moderate
nw9YVA9Tx6R,Kapiyo Health Centre,13655,level 3 facility in maranda,0.0,2.0,0.0,5.0,Low/Moderate
cqhuJyqvQEI,Kapkangani Health Centre,14704,,0.0,0.0,0.0,7.0,High
xq0lRpKYnEm,Kapkateny Dispensary,15922,,0.0,0.0,0.0,4.0,Low/Moderate
GOhRziVaDUw,Kapkatet Sub County Hospital,14706,,0.0,10.0,0.0,37.0,Severe
Xax5FUtTypT,Kapkeben Dispensary,14707,,0.0,0.0,0.0,1.0,Low/Moderate
dlHoi7AYDWY,Kapkelei Dispensary,17293,,0.0,1.0,0.0,0.0,Low/Moderate
UcciaX3qKMS,Kapkenyeloi Dispensary,14711,,0.0,0.0,1.0,3.0,Low/Moderate
fw9Arb6b5l9,Kapket Dispensary,19884,,0.0,0.0,0.0,3.0,Low/Moderate
Hcnbov5yOnL,Kapkiam Dispensary,14715,,0.0,0.0,0.0,1.0,Low/Moderate
ZyLAsGNThc4,Kapkibimbir Dispensary,17642,,0.0,0.0,0.0,1.0,Low/Moderate
i4X6m9xSgxA,Kapkimolwa Dispensary,14717,,0.0,0.0,0.0,1.0,Low/Moderate
H7gQUeop420,Kapkisiara Dispensary,14718,,0.0,1.0,0.0,0.0,Low/Moderate
O7dzFmz0Df7,Kapkoi Health Center,14720,,0.0,1.0,0.0,8.0,High
SofFIp5ILCw,Kapkoros Sub-county hospital,14728,,0.0,1.0,0.0,10.0,High
VXcXQZZcb0I,Kapkota Dispensary,17076,,0.0,0.0,0.0,1.0,Low/Moderate
BsRAEfmFfM3,Kapkures Health Centre (Nakuru west),14733,,0.0,2.0,0.0,6.0,High
DZ6jQqCN4Zo,Kaplamai Health Centre,14734,,0.0,0.0,1.0,9.0,High
N5zFU9qwwa6,Kapletundo Dispensary,16317,,0.0,0.0,1.0,1.0,Low/Moderate
Epg5CqAuaHn,Kaplong Hospital,14741,,0.0,1.0,0.0,9.0,High
NdHLRxsqK4Q,Kapokor Dispensary,21369,,0.0,1.0,0.0,5.0,Low/Moderate
CCtjKGD19ba,Kapsabet County Referral Hospital,14749,,0.0,3.0,0.0,23.0,Severe
rRYbcCutXCI,Kapsambu Dispensary,15923,,0.0,0.0,0.0,2.0,Low/Moderate
xQluSBj3a0b,Kapsang'ar Dispensary,18148,,0.0,0.0,1.0,2.0,Low/Moderate
P4bWQeI57XU,Kapsara Sub County Hospital,14753,,0.0,2.0,0.0,12.0,Very High
wss9mfEHkey,Kapset Dispensary,14757,,0.0,0.0,0.0,1.0,Low/Moderate
eOYOKmIwEjG,Kapsimotwa Dispensary,14759,,0.0,0.0,0.0,2.0,Low/Moderate
i8iYlkT3T2S,Kapsisiywo Dispensary,14761,,0.0,0.0,0.0,1.0,Low/Moderate
T4xwbinQdKG,Kapsitwet Dispensary,14762,,0.0,3.0,0.0,9.0,High
fkQtcCa2676,Kapsoit Dispensary,17138,,0.0,1.0,0.0,16.0,Very High
Oy2kouuB1Ik,Kapsuser Dispensary,17139,,0.0,0.0,0.0,1.0,Low/Moderate
A61AJGaCQRl,Kaptabuk Dispensary,14772,,0.0,0.0,0.0,1.0,Low/Moderate
oBrCyL6MzyC,Kaptalelio Dispensary,15924,,0.0,0.0,0.0,2.0,Low/Moderate
pIRUamww2Tr,Kaptama Health Centre,22508,,0.0,0.0,0.0,10.0,High
YZ5v8e9nVY3,Kaptanai Dispensary,15926,,0.0,3.0,0.0,7.0,High
hqiyXj3Cfxz,Kaptech Dispensary,16456,,0.0,0.0,0.0,3.0,Low/Moderate
ViEuz0OTxgd,Kaptel Dispensary,14778,,0.0,0.0,0.0,1.0,Low/Moderate
KoMmRMAOuAu,Kaptembwo Dispensary,14780,,0.0,0.0,1.0,2.0,Low/Moderate
x7ruP7fXiZQ,Kapteren Health Centre,14781,,0.0,0.0,1.0,4.0,Low/Moderate
Ld9B7Q6l7QY,Kaptien Community Dispensary,17130,,0.0,0.0,0.0,1.0,Low/Moderate
Y8kQF9aAUHe,Kaptum Keiyo Dispensary,17758,,0.0,0.0,0.0,1.0,Low/Moderate
u1GwmEW9bNo,Kaptumo Sub-County Hospital,14792,,0.0,0.0,0.0,2.0,Low/Moderate
mIx0k3vFrCb,Kapweria Dispensary,14797,,0.0,0.0,0.0,1.0,Low/Moderate
QMdjmr0246S,Karagita Health Centre,14801,,0.0,3.0,0.0,9.0,High
am3tU3bLhO8,Karama Health Centre,12195,,0.0,0.0,0.0,1.0,Low/Moderate
eF53TyG4scM,Karampton Dispensary,29161,,0.0,0.0,0.0,1.0,Low/Moderate
TMUJ5UJprr0,Karati Health Centre,14802,,0.0,0.0,0.0,3.0,Low/Moderate
h4zDCreUH2T,Karatina Model Health Centre,19998,,0.0,2.0,0.0,0.0,Low/Moderate
bLeCBUFM3wP,Karatina Sub-county Hospital,10485,,0.0,3.0,0.0,13.0,Very High
vzZ53lAMdJp,Karatu level 4 hospital,10489,,0.0,1.0,0.0,2.0,Low/Moderate
p6UH78HVmTF,Karemeno Health Centre,10490,,0.0,1.0,0.0,2.0,Low/Moderate
T0QCTzRDCcr,Karen Health Centre,13003,,0.0,1.0,0.0,9.0,High
J9pTqQfwbcA,Karia Health Centre (Nyeri South),16998,,0.0,0.0,0.0,1.0,Low/Moderate
Waoec9qt8ol,Karima Health Centre,15927,,0.0,0.0,0.0,9.0,High
PzxQ5uvOkA6,Karimboni dispensary,20344,Between Dagamra and Mwangatini,0.0,0.0,0.0,1.0,Low/Moderate
ZV2iIKpKltH,Karindundu dispensary,20311,,0.0,1.0,0.0,2.0,Low/Moderate
EEKdchSCqh9,Kariobangi EDARP,18743,,0.0,0.0,0.0,17.0,Very High
iBcBmbBexUS,Kariobangi Health Centre,13006,,0.0,4.0,0.0,26.0,Severe
tlOLq1sNrig,Kariobangi South Dispensary,17434,,0.0,2.0,0.0,6.0,High
g653XuQUVyj,Karumandi Health Centre,10504,Karumande market-off Kimautugu/Embu road,0.0,0.0,0.0,2.0,Low/Moderate
kjk57sOcpCK,Karunga Health Centre,14805,,0.0,0.0,0.0,1.0,Low/Moderate
NRf14PUD9xc,Karungu Sub-County Hospital,13656,,0.0,1.0,0.0,21.0,Severe
Pa9tT2RsExD,Karuoth Dispensary,17533,,0.0,1.0,0.0,5.0,Low/Moderate
JQnQJCpt8av,Karura Health Centre,13009,Located along Kiambu Road,0.0,3.0,0.0,11.0,High
nWf6iMxnn0Z,Karurah Dispensary,20510,,0.0,0.0,0.0,1.0,Low/Moderate
zYFy90m10i1,Karuri Level 4 Hospital,10507,,0.0,4.0,0.0,15.0,Very High
oaUZAfsPmoJ,Karurumo Rhtc,12203,,0.0,1.0,0.0,6.0,High
tgcsqKSppEP,Kasaala Health Centre,12204,,0.0,0.0,0.0,1.0,Low/Moderate
lbze9EfO7qb,Kasarani Dispensary (Gilgil),19740,,0.0,0.0,0.0,1.0,Low/Moderate
FGeEpfWlpMJ,Kasarani Health Centre,13010,,0.0,4.0,0.0,16.0,Very High
MGOxlVHWhrP,Kasarani Maternity,13011,,0.0,1.0,0.0,5.0,Low/Moderate
ScQOsSuh3X6,kasemeini dispensary,20793,,0.0,0.0,0.0,3.0,Low/Moderate
hJhI78dHfsd,Kasewe Health Centre,20153,,0.0,2.0,0.0,4.0,Low/Moderate
GJda6nR1YiA,Kasigau Rdch,11455,,0.0,0.0,0.0,1.0,Low/Moderate
EUJpFi9eVHO,Kasikeu Health Centre,12208,,0.0,0.0,0.0,2.0,Low/Moderate
D1sNaKhXlyS,Kasongo Dispensary,16282,,0.0,0.0,0.0,4.0,Low/Moderate
LT6XGXS57II,Kasuku Health Centre,10509,,0.0,0.0,1.0,2.0,Low/Moderate
FebaIb9iFnK,Kasunguni Dispensary,12210,,0.0,0.0,0.0,1.0,Low/Moderate
GSUKk4Qj6CN,Kasunguni Dispensary (Kaiti),22822,,0.0,0.0,0.0,1.0,Low/Moderate
WTPcSOaXGq9,Kataboi Dispensary,14814,,0.0,0.0,0.0,3.0,Low/Moderate
hiLD4yCxIAC,Katakani Dispensary,12213,,0.0,0.0,0.0,1.0,Low/Moderate
GPXXnUS62UB,Katangi Health Centre,12215,,0.0,2.0,0.0,13.0,Very High
pJvdkpjzwxG,Katangi Mission Dispensary,12216,,0.0,0.0,0.0,1.0,Low/Moderate
uJ7BjSRHoVM,Kathaana Dispensary,17616,,0.0,0.0,0.0,2.0,Low/Moderate
jSOWQUkhPVF,Kathangacini Health Centre,12222,,0.0,0.0,0.0,1.0,Low/Moderate
aqK5rfDMD1h,Kathangari Dispensary,12223,,0.0,0.0,0.0,2.0,Low/Moderate
BibHU7Mu1K9,Kathangariri Dispensary,12225,,0.0,0.0,0.0,2.0,Low/Moderate
Jg3AKpoTgyf,Kathanje Dispensary,12226,,0.0,3.0,0.0,3.0,Low/Moderate
cw60Sjxkr6J,Kathathani Medical Clinic,19992,,0.0,0.0,0.0,1.0,Low/Moderate
p6OOqwGbiA0,Kathiani Sub County Hospital,12230,,0.0,0.0,0.0,8.0,High
G9Fbh4fc5zU,Kathonzweni Health Centre,12236,,0.0,2.0,1.0,8.0,High
KkNGpcXwBOw,Kathukini Dispensary,12237,,0.0,1.0,0.0,4.0,Low/Moderate
bDOdVR8D13R,Kathwana GK Prison Dispensary,30750,,0.0,0.0,0.0,1.0,Low/Moderate
nt7yFHxbYfK,Kathyaka Health Centre,12240,,0.0,1.0,0.0,2.0,Low/Moderate
BAtfedDlU9v,Katilini Health Centre,12241,,0.0,0.0,0.0,1.0,Low/Moderate
LXsaR9BQim1,Katilu Sub County Hospital,14818,,0.0,0.0,0.0,2.0,Low/Moderate
jlWXLaZNtbr,Katito Sub County Hospital,13657,,0.0,0.0,1.0,12.0,Very High
CZEFya4R7Q9,Katolo-Manyatta Dispensary,18421,,0.0,0.0,0.0,2.0,Low/Moderate
Eu4DUBxnPbV,Katulani Health Centre,12244,,0.0,0.0,0.0,2.0,Low/Moderate
VgkdbpChtIJ,Katulani Sub County Hospital (Kitui),16991,,1.0,1.0,1.0,8.0,High
nu1AbGb9CAd,Katulye Dispensary (Kibwezi),19888,,0.0,0.0,0.0,1.0,Low/Moderate
Zt9yjhRMHo2,Katutu Health Centre,12249,on Kitui-Kabati-Thika road before reaching Kanyoonyoo -Embu n Mwingi junction,0.0,1.0,0.0,1.0,Low/Moderate
S4GqmehPtUY,Katyethoka Health Centre,12251,,0.0,0.0,0.0,1.0,Low/Moderate
PkmRqxHGui2,Kauma Health Centre,12252,,0.0,1.0,0.0,1.0,Low/Moderate
AP3Z7jKwro7,Kauma Health Centre (Rachuonyo),13658,,0.0,2.0,0.0,4.0,Low/Moderate
MU0mGqk0o63,Kaunguni Health centre,18316,,0.0,0.0,0.0,1.0,Low/Moderate
jITbLZIElAa,Kauta Good Hope Medical Clinic,28711,,0.0,0.0,0.0,1.0,Low/Moderate
nLISoUBRUAF,Kauwi Sub County Hospital,12255,on the way Kitui-Kanyoonyoo-Thika road near Kabati town,0.0,3.0,0.0,15.0,Very High
y8mnrv5yU4B,Kavata Nzou Dispensary,12256,,0.0,0.0,0.0,1.0,Low/Moderate
P3f1rMxZYHL,Kaviani Health Centre,12257,,0.0,1.0,0.0,2.0,Low/Moderate
UozAEw1GadF,Kavumbu Dispensary,12261,,0.0,0.0,0.0,2.0,Low/Moderate
OgXparmoRzl,Kavumbu Dispensary (Mwala),16650,,0.0,0.0,0.0,1.0,Low/Moderate
tTjyLEUr0bY,Kavuta Dispensary,12262,,0.0,1.0,0.0,1.0,Low/Moderate
limoYODPskY,Kawalase Dispensary,22409,,0.0,0.0,0.0,2.0,Low/Moderate
PCzkJj0TRj9,Kawauni Dispensary,17615,,0.0,0.0,0.0,1.0,Low/Moderate
lCVPvilzEK3,Kayaya Dispensary,16710,,0.0,1.0,0.0,2.0,Low/Moderate
xwhhhUodw40,Kayole Hospital,13014,,0.0,0.0,0.0,5.0,Low/Moderate
wWnSMqLNWOk,Kayole I Health Centre,13015,Off Kangundo Road,0.0,13.0,0.0,27.0,Severe
xvrQsmtAQsS,Kayole II Sub County Hospital,13016,,0.0,13.0,0.0,35.0,Severe
RKWO4WFgAf9,Kayole Soweto Dispensary,27276,,0.0,2.0,0.0,25.0,Severe
gN8hvbR49aC,Kebirigo Mission Health Centre,13660,,0.0,0.0,0.0,4.0,Low/Moderate
W9Yb3HlYhsB,Kedowa Dispensary,14824,,0.0,1.0,0.0,9.0,High
lpqoNGEA3ru,Kee Health Centre,16960,,0.0,1.0,0.0,2.0,Low/Moderate
nuI3Yo7ts1Z,Keeyani Dispensary,22634,,0.0,0.0,0.0,1.0,Low/Moderate
KvnMTF9ACOd,Kegogi Health Centre,13662,,0.0,1.0,0.0,3.0,Low/Moderate
X2FnCxPnyEH,Kegondi Health Centre,15928,,0.0,2.0,0.0,11.0,High
NoZjHcIDHGW,Kegonga Sub County Hospital,13663,,0.0,1.0,0.0,3.0,Low/Moderate
zkd1yvG220U,Kegoye Dispensary,26777,,0.0,0.0,0.0,1.0,Low/Moderate
dwu3NQizNkT,Kehancha Sub-County Hospital,13726,,0.0,1.0,0.0,15.0,Very High
arsnCibtzLl,Keiyo Dispensary,19752,,0.0,0.0,0.0,6.0,High
fHrucmAW82q,Kembu Dispensary,17083,,0.0,0.0,0.0,1.0,Low/Moderate
atumVmDAZzs,Kemera (SDA) Dispensary,13666,,0.0,0.0,0.0,1.0,Low/Moderate
sk18jkBk3vg,Kemera Medical Clinic,24808,,0.0,0.0,0.0,1.0,Low/Moderate
FsLuPqhTGZX,KEMRI Medical Clinic,22582,,0.0,0.0,0.0,1.0,Low/Moderate
ide1oUojpWU,Kemri VCT,13019,,0.0,0.0,0.0,1.0,Low/Moderate
EhJ2SBfPRSW,Kendu Adventist Hospital,13667,,0.0,2.0,1.0,18.0,Very High
lobiB7sMHcN,Kendu Sub-District Hospital,13668,,0.0,1.0,0.0,18.0,Very High
OQfegQt03Jy,Kenegut Dispensary,14826,,0.0,1.0,0.0,2.0,Low/Moderate
RgYDrx3O3uZ,Kenol Hospital,10512,,0.0,1.0,0.0,2.0,Low/Moderate
q04iUkEkDPu,Kenya Institute of Special Education Dispensary,20303,,0.0,0.0,0.0,2.0,Low/Moderate
Ct9bQIfUoA3,Kenya Ports Authority Medical Clinic,18212,,0.0,1.0,0.0,3.0,Low/Moderate
rBHoolpQdPs,Kenyagoro Health centre,14828,,0.0,0.0,0.0,3.0,Low/Moderate
JwhMhNUy3sL,Kenyambi Health Centre,13671,,0.0,0.0,0.0,4.0,Low/Moderate
brSpidcNdoF,Kenyambi Health Centre (Nyamira),16980,,0.0,0.0,0.0,2.0,Low/Moderate
ZWwPSTkiLWX,Kenyatta National Hospital,13023,,1.0,3.0,0.0,123.0,Critical
tKlvNnIuqxp,Kenyatta University Dispensary,13024,,0.0,0.0,0.0,2.0,Low/Moderate
tLkJI8eWdZu,Kenyatta University Teaching Refferal and Research Hospital,24979,,0.0,0.0,0.0,26.0,Severe
B6t2Uc0FqSP,Kenyenya Health Centre (Nyamira),20141,,0.0,1.0,0.0,1.0,Low/Moderate
a1KIkjd2PRa,Kenyenya Sub County Referral Hospital,13673,,0.0,1.0,0.0,4.0,Low/Moderate
wVKkAhozU17,Kenyerere Health Centre (Nyamira),16280,,0.0,0.0,0.0,2.0,Low/Moderate
PRImqKybQ8n,Kenyerere Sub County Hospital,13674,,0.0,0.0,0.0,2.0,Low/Moderate
PouJwfiFrbw,Keragia Health Centre,18336,GoK facility,0.0,0.0,0.0,5.0,Low/Moderate
IgrMpQRUx5y,Kericho County Referral Hospital,14831,,0.0,5.0,2.0,67.0,Critical
g7xqdKIgNEW,Kericho GK Prisons Medium Dispensary,18616,,0.0,0.0,0.0,8.0,High
qZjlHkd3PY9,Kericho Municipal Health Centre,14833,,0.0,0.0,0.0,5.0,Low/Moderate
JsQdT0d4xet,Kericho Youth Centre,18163,,0.0,0.0,0.0,2.0,Low/Moderate
B0KOi4no3Iy,Keringet Nursing Home LTD,22641,,0.0,1.0,0.0,2.0,Low/Moderate
lqtFpfrMOcJ,Keringet Sub County Hospital,14836,,0.0,3.0,0.0,14.0,Very High
EqyJ3aErOqW,Kerio Health Centre,14838,Located in Kerio Divison,0.0,1.0,0.0,1.0,Low/Moderate
GqJwyzb70oA,Kerugoya County Refferal Hospital,10520,,0.0,0.0,0.0,10.0,High
sDUKRZ8adP3,Kerumbe Dispensary,16868,,0.0,1.0,0.0,0.0,Low/Moderate
nNinROt25aJ,Ketitui Dispensary,17210,,0.0,0.0,0.0,1.0,Low/Moderate
sgKiVsxPcyB,Keumbu Sub County Hospital,13680,,0.0,2.0,0.0,15.0,Very High
avJUs3Zqpi1,Keyian SDA Dispensary,17327,,0.0,0.0,0.0,1.0,Low/Moderate
fey434PjdTi,Khairat Medical Centre,20321,,0.0,0.0,0.0,3.0,Low/Moderate
e0PROzXHXvb,Khajula Dispensary,21036,Newly opened facility,0.0,0.0,0.0,2.0,Low/Moderate
r5bAjjkOcRq,Khalaba Health Centre,15931,,0.0,1.0,1.0,4.0,Low/Moderate
PPZofMWltSK,Khalaba Medical Services,17881,,1.0,0.0,0.0,1.0,Low/Moderate
awNVSk5ZtGX,Khalumuli Dispensary,15932,,0.0,0.0,0.0,2.0,Low/Moderate
vK6NKz2Sr8B,Kharanda Health Centre,15934,,0.0,3.0,0.0,6.0,High
hbWUwbyiJhb,Khaunga Health centre,15936,,0.0,1.0,0.0,6.0,High
pT1MR7cuisM,Khayega Community Clinic,18240,,0.0,0.0,0.0,2.0,Low/Moderate
I4BCLbgxYm4,Khayo Dispensary,15937,,0.0,1.0,0.0,2.0,Low/Moderate
TJnBh1U3GEs,Khunyangu Sub County Hospital,15939,,0.0,1.0,0.0,11.0,High
kyuG50xCh7R,Khwisero Level IV Hospital,15940,,0.0,0.0,0.0,2.0,Low/Moderate
PrTHMwzBWvg,Kiaguthu Dispensary,22693,,0.0,0.0,0.0,1.0,Low/Moderate
lxTewMEkQIT,Kiagware Dispensary,13681,,0.0,0.0,0.0,1.0,Low/Moderate
lIb3B26lHD1,Kiairugu Dispensary,12270,,0.0,0.0,0.0,1.0,Low/Moderate
fyiHrh4tOpQ,Kiamabara Health Centre,10530,,0.0,1.0,0.0,3.0,Low/Moderate
nLU6oI2HxsS,Kiamaiko Dispensary,26914,,0.0,4.0,0.0,12.0,Very High
CNb7oftbPSQ,Kiamanyeki Dispensary,10532,off Gathigirir/Kiumbu road,0.0,0.0,0.0,1.0,Low/Moderate
xDYrSeSD4g7,Kiambere Health Centre,16465,,0.0,0.0,1.0,3.0,Low/Moderate
TleFOlpaRAp,Kiambogo Dispensary (Nyandarua South),10537,,0.0,0.0,0.0,1.0,Low/Moderate
cAs3Xq0fZ2a,Kiambogo Medical Clinic,10538,,0.0,0.0,0.0,1.0,Low/Moderate
X3m67s9fYES,Kiambu County Referal Hospital,10539,,2.0,5.0,0.0,61.0,Critical
tZI3qaQTpAr,Kiamokama Health Centre,13683,,0.0,1.0,0.0,1.0,Low/Moderate
ijkWLvIGDoy,Kiamuchairu Health Centre,12272,,0.0,1.0,0.0,2.0,Low/Moderate
F7l9HXY2HWw,Kiamuchii Dispensary,12273,,0.0,1.0,0.0,1.0,Low/Moderate
jtiEDT1LMuP,Kiamuringa Dispensary,12274,,0.0,0.0,0.0,2.0,Low/Moderate
n8it4CnMjNV,Kiamuthambi Dispensary,19431,,0.0,0.0,0.0,1.0,Low/Moderate
gUMUKtsdh8z,Kiamutugu Health Centre,10545,Kiamutugu shopping centre-off Kutus/Kianyaga road,0.0,0.0,0.0,4.0,Low/Moderate
FhMVYdfvadM,Kiamwasi Dispensary,25814,,0.0,0.0,0.0,1.0,Low/Moderate
ZlQBKMyBkpM,Kianda 42 Hospital,20621,,1.0,1.0,0.0,15.0,Very High
sAG8g6jIBNn,Kianda Dispensary,17258,,0.0,0.0,0.0,1.0,Low/Moderate
ba63sP0ArOy,Kiandutu Health Centre,16814,,0.0,9.0,1.0,21.0,Severe
BtwDZaEdUuW,Kiangai Health Centre,10556,,0.0,0.0,1.0,8.0,High
TpILSUucrQK,Kiangondu Dispensary,12277,,0.0,0.0,0.0,6.0,High
ZDbgu2lqJ8S,Kiani Kia Etama Dispensary,22954,,0.0,0.0,0.0,1.0,Low/Moderate
qexgkSYU60Z,Kianjege Dispensary,10562,off Kirinyaga construction (4kms)-along Sagana/Karatina road,0.0,0.0,1.0,1.0,Low/Moderate
MxxUSfpmXEr,Kianjokoma Health Centre,12279,,0.0,2.0,0.0,4.0,Low/Moderate
ZxtXqRoon59,Kianungu Dispensary,23198,,0.0,0.0,0.0,1.0,Low/Moderate
